ticker,TFCFA UN Equity
2000-05-22,-3.4483
2000-05-23,1.0204
2000-05-24,-1.0101
2000-05-25,0.5102
2000-05-26,-0.5076
2000-05-30,9.1837
2000-05-31,-2.3364
2000-06-01,4.7847
2000-06-02,6.3927
2000-06-05,-1.7167
2000-06-06,-0.7278
2000-06-07,-0.8798
2000-06-08,0.2959
2000-06-09,1.1799
2000-06-12,-0.1458
2000-06-13,-1.7518
2000-06-14,2.8232
2000-06-15,2.6012
2000-06-16,4.7887
2000-06-19,1.3441
2000-06-20,-1.1936
2000-06-21,0.0
2000-06-22,-1.745
2000-06-23,-2.459
2000-06-26,-1.6806999999999999
2000-06-27,-0.5698
2000-06-28,4.7278
2000-06-29,-2.3256
2000-06-30,6.4426
2000-07-03,1.4474
2000-07-05,-2.594
2000-07-06,0.3995
2000-07-07,-3.183
2000-07-10,0.6849
2000-07-11,-1.4966
2000-07-12,-1.105
2000-07-13,-1.6760000000000002
2000-07-14,2.4148
2000-07-17,-0.1387
2000-07-18,-1.25
2000-07-19,0.5626
2000-07-20,1.5385
2000-07-21,-0.4132
2000-07-24,-2.3513
2000-07-25,-2.1246
2000-07-26,-1.3025
2000-07-27,0.4399
2000-07-28,-1.7518
2000-07-31,0.2972
2000-08-01,0.1481
2000-08-02,1.9231
2000-08-03,1.3062
2000-08-04,1.7191999999999998
2000-08-07,1.4085
2000-08-08,0.4167
2000-08-09,-1.6598000000000002
2000-08-10,0.0
2000-08-11,-0.7032
2000-08-14,-2.2663
2000-08-15,0.2899
2000-08-16,1.1561
2000-08-17,2.0
2000-08-18,-0.5602
2000-08-21,-0.8451
2000-08-22,-0.2841
2000-08-23,0.4274
2000-08-24,-0.2837
2000-08-25,0.9957
2000-08-28,0.1408
2000-08-29,-0.5626
2000-08-30,0.2829
2000-08-31,-0.141
2000-09-01,7.0621
2000-09-05,-1.1873
2000-09-06,-1.7356
2000-09-07,-2.038
2000-09-08,-0.6935
2000-09-11,-0.1397
2000-09-12,2.6915
2000-09-13,1.2278
2000-09-14,1.3477000000000001
2000-09-15,0.9309
2000-09-18,-3.5573
2000-09-19,-1.9125999999999999
2000-09-20,-2.6462
2000-09-21,0.7153
2000-09-22,-0.142
2000-09-25,-0.569
2000-09-26,4.2918
2000-09-27,3.9781
2000-09-28,2.6385
2000-09-29,-3.599
2000-10-02,-2.0
2000-10-03,-0.9524
2000-10-04,-2.8846
2000-10-05,-7.2136
2000-10-06,-4.878
2000-10-09,2.7244
2000-10-10,-1.092
2000-10-11,-3.6278
2000-10-12,-3.7643
2000-10-13,3.9116
2000-10-16,0.1637
2000-10-17,-5.2288
2000-10-18,-4.3103
2000-10-19,2.8829000000000002
2000-10-20,0.5254
2000-10-23,2.7875
2000-10-24,-3.0508
2000-10-25,-2.7972
2000-10-26,0.1799
2000-10-27,1.9748999999999999
2000-10-30,1.5845
2000-10-31,0.3466
2000-11-01,-3.4542
2000-11-02,5.1878
2000-11-03,3.2313
2000-11-06,1.9769
2000-11-07,-1.6155
2000-11-08,-3.7767
2000-11-09,-11.7747
2000-11-10,0.5803
2000-11-13,1.1538
2000-11-14,1.3308
2000-11-15,-4.5028
2000-11-16,-1.3752
2000-11-17,0.0
2000-11-20,-1.992
2000-11-21,-1.4228
2000-11-22,-3.5052
2000-11-24,2.1368
2000-11-27,5.6485
2000-11-28,-1.9802
2000-11-29,-1.0101
2000-11-30,-0.4082
2000-12-01,3.0738
2000-12-04,0.5964
2000-12-05,3.5573
2000-12-06,-1.5267
2000-12-07,-1.5504
2000-12-08,-3.1496
2000-12-11,0.4065
2000-12-12,-0.6073
2000-12-13,-0.4073
2000-12-14,-3.4765
2000-12-15,-2.7542
2000-12-18,2.8322000000000003
2000-12-19,-0.2119
2000-12-20,-2.1231
2000-12-21,-0.2169
2000-12-22,-2.6087
2000-12-26,-3.5714
2000-12-27,2.5463
2000-12-28,1.8058999999999998
2000-12-29,3.1042
2001-01-02,2.7957
2001-01-03,11.2971
2001-01-04,0.3759
2001-01-05,-5.2434
2001-01-08,-1.9763
2001-01-09,0.8065
2001-01-10,-0.6
2001-01-11,9.4567
2001-01-12,2.3897
2001-01-16,-0.5386
2001-01-17,0.0
2001-01-18,3.0686
2001-01-19,-1.4011
2001-01-22,-2.6643
2001-01-23,-2.5547
2001-01-24,1.8727
2001-01-25,1.4706000000000001
2001-01-26,-2.3551
2001-01-29,2.115
2001-01-30,0.0291
2001-01-31,0.6103
2001-02-01,0.4622
2001-02-02,-1.3801
2001-02-05,-0.8746
2001-02-06,-0.5294
2001-02-07,1.9219
2001-02-08,-0.1451
2001-02-09,-0.0581
2001-02-12,4.6512
2001-02-13,1.3611
2001-02-14,0.2466
2001-02-15,-0.1914
2001-02-16,-0.5752
2001-02-20,-1.6804000000000001
2001-02-21,-7.8173
2001-02-22,-2.766
2001-02-23,-0.5627
2001-02-26,0.9117
2001-02-27,0.0
2001-02-28,-0.405
2001-03-01,0.8758
2001-03-02,-4.062
2001-03-05,-1.7776
2001-03-06,0.6252
2001-03-07,1.3734
2001-03-08,1.6129
2001-03-09,-1.9048
2001-03-12,-6.8608
2001-03-13,-0.9729
2001-03-14,0.2456
2001-03-15,0.63
2001-03-16,-1.3216999999999999
2001-03-19,0.4582
2001-03-20,-2.2456
2001-03-21,-2.7279
2001-03-22,-2.7675
2001-03-23,2.277
2001-03-26,1.5955
2001-03-27,3.8209999999999997
2001-03-28,-6.3492
2001-03-29,-0.7533
2001-03-30,1.3283
2001-04-02,-4.4944
2001-04-03,-2.8627000000000002
2001-04-04,-0.6863
2001-04-05,9.3496
2001-04-06,-2.6022
2001-04-09,-0.8397
2001-04-10,5.8507
2001-04-11,0.3636
2001-04-12,3.9493
2001-04-16,1.1154
2001-04-17,-0.3792
2001-04-18,2.0761
2001-04-19,2.3729
2001-04-20,1.7881
2001-04-23,-1.529
2001-04-24,0.2643
2001-04-25,2.3064
2001-04-26,2.2222
2001-04-27,-1.3862999999999999
2001-04-30,3.8658
2001-05-01,2.1224
2001-05-02,-0.6024
2001-05-03,0.0
2001-05-04,-0.0606
2001-05-07,2.1831
2001-05-08,-1.9287999999999998
2001-05-09,2.5719
2001-05-10,0.5605
2001-05-11,-1.7014
2001-05-14,-0.0298
2001-05-15,-3.2836
2001-05-16,2.4383
2001-05-17,1.0545
2001-05-18,-0.2087
2001-05-21,1.4341
2001-05-22,-1.8557000000000001
2001-05-23,-1.1705
2001-05-24,-1.8828
2001-05-25,3.4355
2001-05-29,-2.304
2001-05-30,-2.5115
2001-05-31,-2.4191
2001-06-01,-0.5151
2001-06-04,1.9417
2001-06-05,1.5873
2001-06-06,-0.125
2001-06-07,1.6896
2001-06-08,0.4923
2001-06-11,-1.3166
2001-06-12,1.0239
2001-06-13,-1.3820999999999999
2001-06-14,0.9654
2001-06-15,0.6786
2001-06-18,-1.9914
2001-06-19,-0.9065
2001-06-20,2.1451000000000002
2001-06-21,-0.0926
2001-06-22,-1.391
2001-06-25,-0.3135
2001-06-26,1.1006
2001-06-27,-2.0529
2001-06-28,0.0
2001-06-29,2.8898
2001-07-02,0.9259
2001-07-03,1.0398
2001-07-05,-1.6343999999999999
2001-07-06,-4.6769
2001-07-09,-0.0968
2001-07-10,0.3231
2001-07-11,-2.0612
2001-07-12,3.0911
2001-07-13,0.319
2001-07-16,1.3037
2001-07-17,0.7533
2001-07-18,-1.2461
2001-07-19,-1.388
2001-07-20,-1.9834
2001-07-23,2.4151
2001-07-24,-1.0198
2001-07-25,-2.0605
2001-07-26,0.5588
2001-07-27,0.5884
2001-07-30,-0.845
2001-07-31,1.4422
2001-08-01,4.0388
2001-08-02,3.5093
2001-08-03,-2.0702
2001-08-06,-1.4706000000000001
2001-08-07,0.5908
2001-08-08,-0.9892
2001-08-09,-0.562
2001-08-10,-1.8524
2001-08-13,0.8317
2001-08-14,-1.0152
2001-08-15,-1.5385
2001-08-16,-2.0182
2001-08-17,-0.2326
2001-08-20,1.8648
2001-08-21,-0.0327
2001-08-22,0.0654
2001-08-23,-2.3203
2001-08-24,0.6357
2001-08-27,-1.2633
2001-08-28,-2.1212
2001-08-29,-1.7888
2001-08-30,-2.9072
2001-08-31,0.1082
2001-09-04,3.3329
2001-09-05,-3.1469
2001-09-06,-2.5271
2001-09-07,-4.0741
2001-09-10,0.5792
2001-09-17,-12.8599
2001-09-18,-5.2863
2001-09-19,0.6977
2001-09-20,-2.4942
2001-09-21,-1.4211
2001-09-24,5.9106
2001-09-25,-2.677
2001-09-26,-2.8904
2001-09-27,-1.5362
2001-09-28,3.803
2001-10-01,1.6909
2001-10-02,1.1547
2001-10-03,3.8813
2001-10-04,-0.2198
2001-10-05,1.3216
2001-10-08,-2.9130000000000003
2001-10-09,0.2239
2001-10-10,2.7702999999999998
2001-10-11,8.3913
2001-10-12,-1.5243
2001-10-15,1.222
2001-10-16,0.2414
2001-10-17,-4.6166
2001-10-18,-0.3367
2001-10-19,-0.3378
2001-10-22,2.5
2001-10-23,0.4547
2001-10-24,1.7694999999999999
2001-10-25,-0.93
2001-10-26,1.0204
2001-10-29,-4.0404
2001-10-30,-1.4737
2001-10-31,1.7094
2001-11-01,0.4202
2001-11-02,-1.4644
2001-11-05,-0.0849
2001-11-06,1.9975
2001-11-07,-2.0833
2001-11-08,2.3404
2001-11-09,0.4158
2001-11-12,-0.6211
2001-11-13,3.125
2001-11-14,-0.6061
2001-11-15,1.626
2001-11-16,2.0
2001-11-19,1.9607999999999999
2001-11-20,0.0
2001-11-21,-0.5769
2001-11-23,0.8897
2001-11-26,-0.3067
2001-11-27,0.7692
2001-11-28,-2.2901
2001-11-29,0.0391
2001-11-30,2.2257
2001-12-03,-1.6425
2001-12-04,-0.1942
2001-12-05,4.2802
2001-12-06,2.9851
2001-12-07,0.0
2001-12-10,-0.8333
2001-12-11,-0.5846
2001-12-12,-2.2418
2001-12-13,-2.2556
2001-12-14,0.0769
2001-12-17,2.2291
2001-12-18,-0.4135
2001-12-19,-0.3775
2001-12-20,-1.5535999999999999
2001-12-21,0.2694
2001-12-24,-0.3839
2001-12-26,-0.2697
2001-12-27,0.0773
2001-12-28,3.6292999999999997
2001-12-31,-1.4158
2002-01-02,-0.0756
2002-01-03,-0.0378
2002-01-04,2.0053
2002-01-07,0.7047
2002-01-08,-1.2891
2002-01-09,0.4478
2002-01-10,-0.0743
2002-01-11,-1.8587
2002-01-14,-1.0227
2002-01-15,0.4592
2002-01-16,-2.819
2002-01-17,0.588
2002-01-18,-2.767
2002-01-22,-1.3627
2002-01-23,-0.4063
2002-01-24,0.4488
2002-01-25,-0.3249
2002-01-28,-1.3447
2002-01-29,-4.1718
2002-01-30,-0.5172
2002-01-31,1.9497
2002-02-01,-2.6774
2002-02-04,-1.7467000000000001
2002-02-05,-0.4444
2002-02-06,-2.4554
2002-02-07,0.8696
2002-02-08,3.7205
2002-02-11,3.4558
2002-02-12,-2.0719
2002-02-13,-4.62
2002-02-14,-0.6338
2002-02-15,2.5968
2002-02-19,0.7993
2002-02-20,0.7489
2002-02-21,-7.3021
2002-02-22,-0.9906
2002-02-25,3.3826
2002-02-26,-0.8756
2002-02-27,-0.3254
2002-02-28,1.3993
2002-03-01,2.5759
2002-03-04,3.5874
2002-03-05,3.1602
2002-03-06,5.3294
2002-03-07,-0.996
2002-03-08,0.8853
2002-03-11,0.5185
2002-03-12,-3.4127
2002-03-13,-2.2186
2002-03-14,1.4706000000000001
2002-03-15,1.6562999999999999
2002-03-18,1.6293
2002-03-19,-1.3627
2002-03-20,-0.8533
2002-03-21,-0.7377
2002-03-22,-1.9405000000000001
2002-03-25,-0.7158
2002-03-26,-0.8453
2002-03-27,0.7725
2002-03-28,2.2147
2002-04-01,-1.6667
2002-04-02,-3.8983
2002-04-03,-1.2346
2002-04-04,-0.4464
2002-04-05,2.9148
2002-04-08,-1.0893
2002-04-09,-3.0396
2002-04-10,2.9078
2002-04-11,0.8389
2002-04-12,-0.5692
2002-04-15,-2.2457
2002-04-16,3.3784
2002-04-17,0.2614
2002-04-18,0.3477
2002-04-19,0.7362
2002-04-22,-0.4299
2002-04-23,0.1295
2002-04-24,0.9056
2002-04-25,-0.4274
2002-04-26,-1.2876
2002-04-29,-3.5652
2002-04-30,-0.0902
2002-05-01,2.4368
2002-05-02,0.2643
2002-05-03,-0.7469
2002-05-06,-2.3904
2002-05-07,-0.9977
2002-05-08,4.077
2002-05-09,-1.1884000000000001
2002-05-10,0.2227
2002-05-13,0.1333
2002-05-14,7.1016
2002-05-15,7.3767
2002-05-16,-1.0035
2002-05-17,-0.1949
2002-05-20,0.1562
2002-05-21,-0.546
2002-05-22,0.8627
2002-05-23,-1.0886
2002-05-24,0.2358
2002-05-28,-0.549
2002-05-29,0.7098
2002-05-30,-2.1926
2002-05-31,-0.1201
2002-06-03,-1.4028
2002-06-04,-0.122
2002-06-05,0.1221
2002-06-06,-2.5202999999999998
2002-06-07,-1.0425
2002-06-10,-4.1298
2002-06-11,-2.022
2002-06-12,-1.301
2002-06-13,-1.3636
2002-06-14,-0.2304
2002-06-17,2.6328
2002-06-18,0.135
2002-06-19,-3.3258
2002-06-20,-0.4649
2002-06-21,-2.8491
2002-06-24,-1.8269
2002-06-25,0.4407
2002-06-26,-6.4846
2002-06-27,-2.9196999999999997
2002-06-28,6.0687
2002-07-01,-3.1391999999999998
2002-07-02,-4.4433
2002-07-03,1.8053
2002-07-05,8.2751
2002-07-08,-1.34
2002-07-09,1.9115
2002-07-10,-5.3801
2002-07-11,1.6171
2002-07-12,-0.4107
2002-07-15,-1.5464
2002-07-16,-1.8325
2002-07-17,1.3333
2002-07-18,-1.8420999999999998
2002-07-19,-4.3432
2002-07-22,-3.4753
2002-07-23,-4.2973
2002-07-24,1.6383
2002-07-25,-3.5821
2002-07-26,-1.8576000000000001
2002-07-29,8.3281
2002-07-30,1.9220000000000002
2002-07-31,-2.8571
2002-08-01,-2.5294
2002-08-02,-3.1382
2002-08-05,-4.5483
2002-08-06,5.0261
2002-08-07,4.3505
2002-08-08,5.1221
2002-08-09,-2.6062
2002-08-12,1.1053
2002-08-13,0.8631
2002-08-14,2.6811
2002-08-15,7.4444
2002-08-16,-0.5171
2002-08-19,4.106
2002-08-20,-0.9985
2002-08-21,-0.4034
2002-08-22,1.4684
2002-08-23,-4.1916
2002-08-26,2.6042
2002-08-27,-2.8933999999999997
2002-08-28,-4.2865
2002-08-29,-0.6008
2002-08-30,0.5495
2002-09-03,-2.1765
2002-09-04,-0.1122
2002-09-05,-2.0225
2002-09-06,1.8921999999999999
2002-09-09,0.0563
2002-09-10,1.631
2002-09-11,2.6563
2002-09-12,-2.2641999999999998
2002-09-13,-1.048
2002-09-16,0.1672
2002-09-17,1.7250999999999999
2002-09-18,-0.7112
2002-09-19,-1.7631000000000001
2002-09-20,-2.2995
2002-09-23,-1.3777
2002-09-24,-1.397
2002-09-25,0.5903
2002-09-26,0.2934
2002-09-27,-2.282
2002-09-30,-0.5988
2002-10-01,2.8916
2002-10-02,-2.2248
2002-10-03,2.515
2002-10-04,-2.6869
2002-10-07,-3.3613
2002-10-08,3.4161
2002-10-09,-3.9039
2002-10-10,4.875
2002-10-11,5.3635
2002-10-14,-0.9615
2002-10-15,5.6539
2002-10-16,-2.3243
2002-10-17,4.9253
2002-10-18,3.1118
2002-10-21,1.023
2002-10-22,-1.5695999999999999
2002-10-23,2.3663
2002-10-24,-0.5528
2002-10-25,3.335
2002-10-28,-1.6625999999999999
2002-10-29,-1.7902
2002-10-30,-0.7089
2002-10-31,0.8159
2002-11-01,2.8832
2002-11-04,5.7522
2002-11-05,0.6509
2002-11-06,4.8037
2002-11-07,-3.4817
2002-11-08,-1.9635
2002-11-11,-2.0494
2002-11-12,0.0951
2002-11-13,-1.5676999999999999
2002-11-14,2.8475
2002-11-15,2.7687
2002-11-18,-1.0959
2002-11-19,0.5078
2002-11-20,3.4451
2002-11-21,5.1954
2002-11-22,-1.3508
2002-11-25,0.7702
2002-11-26,-4.6709
2002-11-27,3.3407999999999998
2002-11-29,2.6292999999999997
2002-12-02,0.588
2002-12-03,-2.0459
2002-12-04,-1.9607999999999999
2002-12-05,-0.5652
2002-12-06,-0.5247
2002-12-09,-2.2857
2002-12-10,-0.4498
2002-12-11,2.4853
2002-12-12,0.4409
2002-12-13,-2.7656
2002-12-16,3.7923
2002-12-17,0.609
2002-12-18,-0.7782
2002-12-19,-2.1351
2002-12-20,1.4693
2002-12-23,0.3949
2002-12-24,-1.1364
2002-12-26,-0.3979
2002-12-27,-3.8171
2002-12-30,-0.0461
2002-12-31,4.5706
2003-01-02,1.457
2003-01-03,1.0879
2003-01-06,3.616
2003-01-07,-1.0386
2003-01-08,-1.5953
2003-01-09,2.1758
2003-01-10,1.6284
2003-01-13,1.0682
2003-01-14,-0.7724
2003-01-15,-1.5977000000000001
2003-01-16,-0.1665
2003-01-17,-0.834
2003-01-21,-2.6071999999999997
2003-01-22,-2.2453
2003-01-23,3.0919
2003-01-24,-2.0137
2003-01-27,-2.6672000000000002
2003-01-28,0.584
2003-01-29,0.4466
2003-01-30,-2.2677
2003-01-31,1.1374
2003-02-03,-2.2492
2003-02-04,0.8744
2003-02-05,-1.4599
2003-02-06,-0.6944
2003-02-07,-0.4196
2003-02-10,1.0768
2003-02-11,0.2779
2003-02-12,1.6166
2003-02-13,-3.2273
2003-02-14,0.3758
2003-02-18,1.5442
2003-02-19,-0.2304
2003-02-20,-0.6928
2003-02-21,0.4651
2003-02-24,-0.6944
2003-02-25,-2.3776
2003-02-26,-1.3849
2003-02-27,-0.2421
2003-02-28,1.4563
2003-03-03,-0.2871
2003-03-04,-1.8714
2003-03-05,-0.2445
2003-03-06,-2.0588
2003-03-07,-0.9009
2003-03-10,-2.9798
2003-03-11,-0.5726
2003-03-12,-0.7853
2003-03-13,4.591
2003-03-14,2.4218
2003-03-17,2.4631
2003-03-18,0.0
2003-03-19,0.9135
2003-03-20,4.2878
2003-03-21,1.8273000000000001
2003-03-24,-6.0117
2003-03-25,2.6253
2003-03-26,0.8372
2003-03-27,0.1984
2003-03-28,0.7397
2003-03-31,-1.8357
2003-04-01,3.3193
2003-04-02,2.5792
2003-04-03,-1.5439
2003-04-04,0.3584
2003-04-07,2.2321
2003-04-08,0.8297
2003-04-09,-2.4686
2003-04-10,-6.7496
2003-04-11,5.9524
2003-04-14,1.6179999999999999
2003-04-15,0.575
2003-04-16,-3.5620000000000003
2003-04-17,2.5991999999999997
2003-04-21,-0.9778
2003-04-22,4.3537
2003-04-23,0.8602
2003-04-24,-1.7058
2003-04-25,-0.7809
2003-04-28,1.0057
2003-04-29,2.3810000000000002
2003-04-30,-0.8034
2003-05-01,-0.1705
2003-05-02,1.9214
2003-05-05,-0.2095
2003-05-06,0.7137
2003-05-07,0.4585
2003-05-08,-1.1203
2003-05-09,1.5527
2003-05-12,1.405
2003-05-13,2.4857
2003-05-14,-1.0338
2003-05-15,-0.3616
2003-05-16,-0.0403
2003-05-19,-3.8322000000000003
2003-05-20,0.4195
2003-05-21,0.5013
2003-05-22,3.4081
2003-05-23,0.5225
2003-05-27,1.3195000000000001
2003-05-28,0.2762
2003-05-29,-1.0232
2003-05-30,1.4314
2003-06-02,1.0584
2003-06-03,-1.0861
2003-06-04,2.6275
2003-06-05,1.0699
2003-06-06,0.0378
2003-06-09,-2.1542
2003-06-10,0.4249
2003-06-11,1.4231
2003-06-12,-0.6826
2003-06-13,-1.3746
2003-06-16,2.5164999999999997
2003-06-17,0.6042
2003-06-18,-2.4024
2003-06-19,-0.5385
2003-06-20,-1.7788
2003-06-23,-2.2835
2003-06-24,-0.0806
2003-06-25,-0.4435
2003-06-26,-0.567
2003-06-27,0.5295
2003-06-30,1.4992
2003-07-01,0.0
2003-07-02,2.3553
2003-07-03,-1.4431
2003-07-07,2.5722
2003-07-08,-1.8133
2003-07-09,-0.3536
2003-07-10,-0.3943
2003-07-11,1.7419
2003-07-14,1.4008
2003-07-15,-1.8803
2003-07-16,-0.0782
2003-07-17,-0.6654
2003-07-18,0.8668
2003-07-21,-1.5625
2003-07-22,0.9921
2003-07-23,0.6287
2003-07-24,0.3124
2003-07-25,2.1798
2003-07-28,0.1905
2003-07-29,-1.7109999999999999
2003-07-30,-1.8569
2003-07-31,1.0642
2003-08-01,0.429
2003-08-04,-0.6214
2003-08-05,-0.7425
2003-08-06,0.5906
2003-08-07,-0.3523
2003-08-08,1.6496
2003-08-11,3.1685
2003-08-12,2.4345
2003-08-13,0.9141
2003-08-14,-0.3261
2003-08-15,-0.2181
2003-08-18,0.765
2003-08-19,0.4338
2003-08-20,0.036
2003-08-21,0.2159
2003-08-22,0.0359
2003-08-25,-0.3948
2003-08-26,0.1441
2003-08-27,1.4754
2003-08-28,0.1418
2003-08-29,2.4079
2003-09-02,1.8326
2003-09-03,1.3243
2003-09-04,-0.7038
2003-09-05,-2.2275
2003-09-08,0.4833
2003-09-09,-0.3333
2003-09-10,-1.6602999999999999
2003-09-11,0.2462
2003-09-12,-1.2281
2003-09-15,-0.746
2003-09-16,2.0043
2003-09-17,1.2281
2003-09-18,1.4905
2003-09-19,-1.3660999999999999
2003-09-22,-1.8698000000000001
2003-09-23,0.3176
2003-09-24,-0.1407
2003-09-25,-2.677
2003-09-26,-2.0992
2003-09-29,0.9242
2003-09-30,-0.0366
2003-10-01,1.1726
2003-10-02,0.1087
2003-10-03,0.1809
2003-10-06,0.939
2003-10-07,0.2504
2003-10-08,-1.0707
2003-10-09,1.0101
2003-10-10,0.2143
2003-10-13,1.675
2003-10-14,0.2454
2003-10-15,0.2448
2003-10-16,-0.3139
2003-10-17,-0.7348
2003-10-20,1.7271999999999998
2003-10-21,-0.0693
2003-10-22,-0.104
2003-10-23,-0.5554
2003-10-24,-1.2216
2003-10-27,2.1908
2003-10-28,1.3485
2003-10-29,0.5118
2003-10-30,0.3055
2003-10-31,-0.1692
2003-11-03,0.4746
2003-11-04,-0.0675
2003-11-05,1.3504
2003-11-06,1.5989
2003-11-07,1.7048999999999999
2003-11-10,-2.4823
2003-11-11,-1.8182
2003-11-12,0.5051
2003-11-13,-1.675
2003-11-14,-1.9761
2003-11-17,-1.4946
2003-11-18,0.5646
2003-11-19,-0.0702
2003-11-20,-0.8427
2003-11-21,-0.5666
2003-11-24,0.0356
2003-11-25,1.0324
2003-11-26,0.3876
2003-11-28,-0.4563
2003-12-01,0.67
2003-12-02,-1.2609
2003-12-03,0.4257
2003-12-04,-0.3179
2003-12-05,-1.4174
2003-12-08,-0.3954
2003-12-09,-0.397
2003-12-10,0.7246
2003-12-11,2.6259
2003-12-12,1.1567
2003-12-15,0.693
2003-12-16,-0.1376
2003-12-17,-0.2068
2003-12-18,0.0
2003-12-19,-0.3798
2003-12-22,-0.6932
2003-12-23,0.5236
2003-12-24,0.0
2003-12-26,-0.2083
2003-12-29,0.9395
2003-12-30,2.2061
2003-12-31,2.0236
2004-01-02,2.4793
2004-01-05,-0.2258
2004-01-06,0.3556
2004-01-07,-1.0954
2004-01-08,0.3257
2004-01-09,0.7143
2004-01-12,2.8691
2004-01-13,-1.943
2004-01-14,1.534
2004-01-15,0.724
2004-01-16,-0.75
2004-01-20,1.8577
2004-01-21,1.8547
2004-01-22,0.607
2004-01-23,0.8748
2004-01-26,-0.6579
2004-01-27,-1.0836999999999999
2004-01-28,-2.3128
2004-01-29,-0.9346
2004-01-30,0.8176
2004-02-02,-0.1871
2004-02-03,-0.4688
2004-02-04,-0.6279
2004-02-05,-0.6319
2004-02-06,2.0986
2004-02-09,1.6194
2004-02-10,1.7469000000000001
2004-02-11,1.3855
2004-02-12,-0.7724
2004-02-13,0.8982
2004-02-17,1.1869
2004-02-18,-1.5836000000000001
2004-02-19,-2.2646
2004-02-20,-2.3171
2004-02-23,-0.1248
2004-02-24,1.0313
2004-02-25,0.1856
2004-02-26,0.9571
2004-02-27,0.0917
2004-03-01,0.55
2004-03-02,-2.4309
2004-03-03,0.654
2004-03-04,0.495
2004-03-05,0.8621
2004-03-08,-1.862
2004-03-09,-0.7776
2004-03-10,-2.6646
2004-03-11,-0.0644
2004-03-12,1.6113
2004-03-15,-1.8395000000000001
2004-03-16,0.0
2004-03-17,0.7431
2004-03-18,-0.449
2004-03-19,-0.8054
2004-03-22,-2.0786
2004-03-23,1.4184
2004-03-24,-0.5579
2004-03-25,1.4851
2004-03-26,-0.6504
2004-03-29,0.6547
2004-03-30,1.4634
2004-03-31,1.6346
2004-04-01,2.4913
2004-04-02,0.1538
2004-04-05,1.0445
2004-04-06,6.5065
2004-04-07,3.0545
2004-04-08,-1.0526
2004-04-12,-0.8959
2004-04-13,-3.1638
2004-04-14,0.4959
2004-04-15,-0.5225
2004-04-16,0.3793
2004-04-19,2.1512000000000002
2004-04-20,-0.2561
2004-04-21,0.5706
2004-04-22,2.0142
2004-04-23,-0.7786
2004-04-26,-1.4574
2004-04-27,0.0
2004-04-28,-2.7019
2004-04-29,-1.3446
2004-04-30,0.0
2004-05-03,-0.0889
2004-05-04,2.1945
2004-05-05,0.5223
2004-05-06,-2.3961
2004-05-07,-0.4437
2004-05-10,-3.3571
2004-05-11,0.0615
2004-05-12,0.6144
2004-05-13,0.7634
2004-05-14,-1.2727
2004-05-17,-1.0436
